N,P,K,rainfall,humidity,temperature,Soil_Moisture,Sunshine_hours,Wind_speed,pH,Organic_Carbon
40,80,55,1847.735745,35.06,15.87,25.14,4.88,9.57,7.18,0.44
40,75,63,2695.298176,44.73,36.4,34.45,5.72,2,6.62,1.01
19,47,5,433.4677674,55.8,23.74,39.84,5.76,12.42,7.13,0.81
93,35,79,2334.771999,41.15,18.43,30.07,5.29,10.24,5.6,0.7
7,24,51,425.843861,83.99,38.01,54.23,6.78,12.37,6.35,1.17
21,74,114,1787.64514,67.79,15.19,45.72,5.06,6.11,6.22,1.07
125,78,77,1567.489465,36.08,22.67,31.74,5.91,8.98,6.92,1.14
40,78,13,1679.265535,33.73,31.99,24.33,5.38,16.9,6.45,0.77
98,34,55,471.0873474,31.98,25.6,20.47,5.86,11.19,5.62,1.2
117,38,113,2955.791283,69.25,32.14,46.97,7.92,3.93,6.87,0.23
35,9,83,852.5250834,48.47,25.67,35.26,4.27,7.35,6.35,0.94
76,82,83,2816.435953,75.89,37.66,52.88,9.69,8.64,6.87,0.2
15,74,42,2749.604633,34.19,34.71,26.02,7.17,2.42,6.79,0.53
83,33,98,2192.082742,89.96,23.05,59.11,6.56,9.32,6.9,0.62
49,76,17,2255.482507,77.11,29.69,45.24,9.79,10.26,6.45,0.94
35,9,83,852.5250834,48.47,25.67,33.91,8.64,10.99,6.34,0.2
76,82,83,2816.435953,75.89,37.66,52.39,6.88,7.59,6.37,0.84
36,22,87,833.2035567,56.63,28.58,38.57,7.92,14.53,7.46,0.61
51,45,109,1193.387569,61.25,32.69,37.31,5.3,11.05,6.19,0.92
85,13,57,1742.49869,85.49,24.25,59.04,8.38,2,6.83,0.92
90,6,54,1836.058947,68.94,21.32,49.88,10.53,3.13,6.82,0.64
69,12,54,1313.173459,47.81,30.96,31.79,7.08,12.43,6.05,0.65
39,32,96,1200.716942,41.86,30.04,29.63,6.12,11.6,6.33,0.7
50,57,121,2732.466477,69.22,15.84,46.03,7.59,8.18,6.36,0.72
75,64,41,2460.152841,87.47,30.83,59.38,9.2,14.41,6.02,0.54
61,58,22,2506.499194,59.33,21.82,37.76,6.02,7.65,7.28,0.91
50,78,75,847.8546737,67.26,35.99,49.11,8.9,7.21,5.56,0.61
39,13,46,853.942573,80.93,34.25,50.26,7.24,16.44,6.47,0.83
96,44,149,1260.823052,58.72,29.16,42.04,5.18,12.26,5.67,0.56
51,45,109,1193.387569,61.25,32.69,42.01,6.18,11.02,7,0.74
47,22,117,1574.023085,65.46,20.81,42.48,6.39,10.83,5.68,0.69
95,96,114,1189.551238,65.79,24.65,46.75,6.24,10.52,5.96,0.95
50,78,75,847.8546737,67.26,35.99,50.65,5.22,9.76,7.44,0.47
76,82,83,2816.435953,75.89,37.66,54.54,6.41,6.93,6.94,0.25
49,76,17,2255.482507,77.11,29.69,50.09,5.76,5.42,5.63,0.81
50,57,121,2732.466477,69.22,15.84,45.06,7.46,11.93,6.41,1.12
82,59,146,2860.314286,31.67,27.82,18.41,8.61,9.27,7.15,0.31
51,82,84,1475.573154,34.9,18.03,33.37,5.67,13.03,7.22,0.86
66,17,5,1077.647995,31.58,17.94,26.74,7.95,8.21,7.26,0.41
102,23,18,658.7122068,75.64,28.04,51.91,6.59,3.37,6.77,1.48
100,79,12,1630.594214,39.02,21.23,29.49,6.16,12.92,6.6,1.27
124,7,148,1168.380086,82.6,19.47,52.3,6.03,9.5,5.91,0.39
44,13,61,1748.53579,31.52,21.9,24.55,6.42,7.19,6.17,0.65
125,78,77,1567.489465,36.08,22.67,24.87,5.6,6.57,6.81,0.65
61,58,22,2506.499194,59.33,21.82,37.95,5.17,14.93,6.88,0.91
40,10,8,2665.444348,62.67,26.95,39.97,11.09,8.32,5.69,0.85
112,22,41,857.2763908,70.66,27.12,49.62,8.65,4.8,6.08,1.11
40,80,55,1847.735745,35.06,15.87,26.54,7.52,10.94,5.6,0.27
40,63,31,1674.500645,70.13,15.55,53.55,7.08,10.26,6.62,0.86
35,9,83,852.5250834,48.47,25.67,37.7,9.28,16.06,5.53,1.27
52,82,116,2789.13934,82.52,16.19,54.81,5.07,12.64,7.34,1.37
135,18,80,2822.25701,64,32.14,45.69,7.52,10.78,6.66,0.83
20,88,50,1346.544865,40.14,19.76,28.02,10.01,14.11,5.61,0.73
96,44,149,1260.823052,58.72,29.16,43.61,7.47,8.82,7.08,0.72
49,76,17,2255.482507,77.11,29.69,52.58,8.54,11.81,6.09,0.66
138,96,149,2996.835029,32.99,27.15,23.09,7.52,5.94,6.3,0.74
85,13,57,1742.49869,85.49,24.25,59.45,6.34,7.64,7.48,0.63
113,68,105,1591.770105,52.3,30.2,40.27,6.8,2.07,5.88,0.38
115,31,127,560.9065816,87.39,20.29,56.53,6.91,8.52,5.88,1.11
95,12,138,1553.765624,45.27,27.05,28.89,6.09,10.75,5.56,0.41
131,65,149,1946.34,82.96,22.47,56.76,8.48,6.75,5.86,1.19
67,80,47,2153.248599,45.18,22.49,33.47,6.78,9.96,6.46,0.61
34,49,112,840.1295652,48.45,21.16,32.31,6.86,13.4,7.11,0.68
59,78,129,881.4879006,86.93,32.53,61.5,7.67,12.77,6.91,0.8
1,38,7,2570.450313,61.28,35.62,47.72,5.86,7.35,6.75,1.04
12,22,17,2212.133471,63.42,30.54,40.33,9.3,15.22,5.65,0.44
36,51,15,1714.398614,38.36,33.56,30.81,7.44,17.82,6.84,1.11
75,64,41,2460.152841,87.47,30.83,58.26,7.75,6.53,6.53,0.94
42,6,23,1152.740698,76.53,17.61,52.84,6.44,7.71,5.68,0.69
98,34,55,471.0873474,31.98,25.6,28.72,7.9,12.29,7.05,0.9
102,23,18,658.7122068,75.64,28.04,50.55,4.51,4.72,7.28,0.62
50,57,121,2732.466477,69.22,15.84,50.18,6.45,5.44,6.12,1.01
75,64,41,2460.152841,87.47,30.83,54.02,5.28,8.2,6.07,0.65
69,12,54,1313.173459,47.81,30.96,34.77,6.18,11.37,7.08,0.53
51,82,84,1475.573154,34.9,18.03,24.47,7.43,11.83,6.62,0.67
1,66,115,2489.795303,65.46,23.8,43.8,9.34,15.88,7.21,0.53
96,44,149,1260.823052,58.72,29.16,39.15,6.72,10.33,6.53,0.95
95,96,114,1189.551238,65.79,24.65,44.81,5.11,14.85,6.11,1.26
69,12,54,1313.173459,47.81,30.96,32.1,6.18,10.62,6.63,0.48
27,95,58,2609.212646,80.74,17.79,50.33,6.55,5.31,7.06,1.32
31,83,83,1114.25894,83.85,26.32,56.48,8.01,14.48,7.24,0.87
95,96,114,1189.551238,65.79,24.65,41.46,10.72,10.84,5.99,1.14
95,96,114,1189.551238,65.79,24.65,46.15,9.68,20.03,5.99,0.62
51,82,84,1475.573154,34.9,18.03,24.25,5.95,5.66,5.65,0.75
21,74,114,1787.64514,67.79,15.19,48.66,6.5,6.85,6.81,1.2
41,92,54,2917.102941,66.83,32.6,44.8,4.09,6.49,7.18,0.96
52,82,116,2789.13934,82.52,16.19,58.9,7.11,2,6.45,0.74
136,88,136,2009.422489,70.79,18.18,43.69,6.04,16.7,6.62,0.76
42,6,23,1152.740698,76.53,17.61,49.97,6.41,6.34,6.86,0.58
47,22,117,1574.023085,65.46,20.81,41.34,5.51,12.46,6.92,1.07
85,13,57,1742.49869,85.49,24.25,54.34,7.01,6.14,6.8,0.69
90,6,54,1836.058947,68.94,21.32,48.13,7.13,15.87,6.71,0.81
59,78,129,881.4879006,86.93,32.53,56.01,5.38,9.01,7.03,0.95
36,22,87,833.2035567,56.63,28.58,40.16,8.43,8.12,7.35,1.12
85,13,57,1742.49869,85.49,24.25,53.47,5.2,9.98,6.47,0.45
81,55,145,2069.359721,84.39,31.32,54.68,9.14,4.7,6.24,0.87
102,28,45,1593.044878,52.57,22.28,32.05,3,12.32,6.9,1.48
15,74,42,2749.604633,34.19,34.71,27.93,6.94,6.97,7.48,0.81
37,90,89,1918.298323,40.3,36.9,28.46,4.13,13.56,6.37,0.55
47,67,141,2072.794767,84.93,19.56,59.93,5.73,8.62,5.98,1.1
82,59,146,2860.314286,31.67,27.82,22.55,7.86,10.19,5.87,0.61
55,21,136,1800.617222,54.71,18.93,39.75,5.15,9.78,7.08,0.76
46,46,11,2245.433721,39.53,22.02,27.28,5.31,11.81,7.27,0.55
41,92,54,2917.102941,66.83,32.6,44.52,6.48,13.19,5.58,1.04
1,38,7,2570.450313,61.28,35.62,47.23,5.47,9.93,5.51,0.51
138,96,149,2996.835029,32.99,27.15,26.89,6.96,15.54,6.09,0.59
117,38,113,2955.791283,69.25,32.14,40.63,4.61,16.8,6.33,1.05
40,75,63,2695.298176,44.73,36.4,26.84,6.53,10.33,5.65,0.77
125,78,77,1567.489465,36.08,22.67,26.96,6.8,17.76,6.27,0.69
69,12,54,1313.173459,47.81,30.96,28.48,5.43,12.49,7.02,0.95
40,75,63,2695.298176,44.73,36.4,33.73,7.46,7.37,6.09,1.94
98,34,55,471.0873474,31.98,25.6,23.89,3.03,10.93,6.95,0.6
95,96,114,1189.551238,65.79,24.65,47.35,5.26,8.24,5.93,0.73
55,21,136,1800.617222,54.71,18.93,38.79,5.1,10.33,6.43,1.02
44,13,61,1748.53579,31.52,21.9,23.58,6.07,11.53,6.44,0.9
44,13,61,1748.53579,31.52,21.9,20.48,8.69,6.44,5.6,0.71
27,95,58,2609.212646,80.74,17.79,57.88,8.32,9.04,6,0.79
66,17,5,1077.647995,31.58,17.94,25.01,8,14.78,6.54,0.58
40,10,8,2665.444348,62.67,26.95,44.19,8.91,6.16,6.75,1.09
46,40,75,2761.675684,36.39,30.61,25.02,6.44,10.68,7.4,1.13
102,94,15,2900.600989,47.62,32.06,31.63,6.02,3.91,6.44,0.49
95,96,114,1189.551238,65.79,24.65,44.45,7.43,7.46,6.47,1.13
102,94,15,2900.600989,47.62,32.06,31.51,10.25,8.48,6.38,1.35
103,55,37,441.4556549,81.01,19.4,56.33,7.02,12.69,5.75,0.9
37,90,89,1918.298323,40.3,36.9,29.2,5.2,10.29,6.51,0.62
40,80,55,1847.735745,35.06,15.87,25.33,8.23,8.71,5.66,0.74
119,63,73,1846.93628,55.96,34.31,34.39,3.74,5.65,6.89,0.91
102,94,15,2900.600989,47.62,32.06,29.61,5.04,11.18,6.59,0.95
1,38,7,2570.450313,61.28,35.62,44.82,8.59,7.45,6.88,0.2
1,5,54,953.706476,69.97,18.59,44.52,3.7,11.68,6.15,0.59
7,24,51,425.843861,83.99,38.01,59.72,5.15,4.3,7.3,0.38
69,12,54,1313.173459,47.81,30.96,34.23,6.72,7.66,6.06,0.92
82,21,98,2715.863393,63.61,29.51,43.26,6.97,7.74,6.81,0.83
31,83,83,1114.25894,83.85,26.32,58.76,5.78,3.09,6.75,0.67
35,9,83,852.5250834,48.47,25.67,33.7,6.4,5.06,7.44,0.33
50,78,75,847.8546737,67.26,35.99,44.47,8.18,9.03,6.34,0.27
36,51,15,1714.398614,38.36,33.56,24.67,5.6,10.56,7.44,0.88
135,18,80,2822.25701,64,32.14,42.74,6.86,4.18,6.31,0.75
1,38,7,2570.450313,61.28,35.62,39.25,8.1,11.21,7.38,0.48
1,66,115,2489.795303,65.46,23.8,40.66,5.45,18.64,6.66,0.2
51,82,84,1475.573154,34.9,18.03,26.72,5.7,11.01,6.6,0.36
115,31,127,560.9065816,87.39,20.29,54.62,4.99,12.37,6.24,0.37
112,88,122,909.5401901,64.95,34.13,46.56,8.01,10.91,6.13,1.09
16,73,29,1968.757038,73.33,18.85,48.95,5.44,11.46,7.02,0.86
98,34,55,471.0873474,31.98,25.6,24.63,6.3,15.44,7.42,0.75
82,21,98,2715.863393,63.61,29.51,43.99,6.82,7.6,6.97,0.2
82,59,146,2860.314286,31.67,27.82,21.06,8.4,7.45,6.65,1.1
47,67,141,2072.794767,84.93,19.56,55.39,7.45,5.95,6.75,0.78
27,95,58,2609.212646,80.74,17.79,54.49,8.08,7.71,6.56,0.52
82,21,98,2715.863393,63.61,29.51,42.66,8.09,9.34,6.6,1.11
36,51,15,1714.398614,38.36,33.56,32.05,6.76,6.22,5.99,1
1,38,7,2570.450313,61.28,35.62,44.25,7.3,10.45,6.84,0.95
44,13,61,1748.53579,31.52,21.9,24.12,4.35,9.94,7.22,0.57
44,13,61,1748.53579,31.52,21.9,22.71,7.28,7.21,5.88,1.19
40,80,55,1847.735745,35.06,15.87,26.41,4.96,12.87,5.97,0.99
39,32,96,1200.716942,41.86,30.04,30.69,8.11,15.01,7.42,0.72
40,63,31,1674.500645,70.13,15.55,41.64,4.68,13.16,6.7,1.29
61,58,22,2506.499194,59.33,21.82,40.44,6.96,9.6,5.95,1.39
47,67,141,2072.794767,84.93,19.56,59.4,6.87,5.33,6.14,1.06
66,17,5,1077.647995,31.58,17.94,27.58,4.26,2,6.59,0.91
73,32,134,794.9013234,81.33,36.74,55.92,7.52,3.95,5.91,1.27
82,21,98,2715.863393,63.61,29.51,41.81,6.79,14.64,5.88,0.2
103,55,37,441.4556549,81.01,19.4,55.15,7.75,11.18,7.03,0.87
41,92,54,2917.102941,66.83,32.6,40.54,5.37,13.37,5.84,0.48
51,45,109,1193.387569,61.25,32.69,39.11,3.94,7.53,7.41,0.7
73,32,134,794.9013234,81.33,36.74,52.8,7.81,7.53,7.42,0.41
40,75,63,2695.298176,44.73,36.4,31.83,7.4,10.48,6.26,0.28
95,96,114,1189.551238,65.79,24.65,45.82,9.8,8.47,5.77,0.97
37,90,89,1918.298323,40.3,36.9,25.15,5.38,5.96,6.17,0.78
102,94,15,2900.600989,47.62,32.06,29.43,4.96,9.04,7.02,1.11
82,21,98,2715.863393,63.61,29.51,42.21,6.19,10.59,6.08,1.13
19,47,5,433.4677674,55.8,23.74,39.81,9.34,11.15,5.64,0.64
1,38,7,2570.450313,61.28,35.62,42.02,8.79,11.69,6.23,1.19
49,76,17,2255.482507,77.11,29.69,49.09,8.04,12.66,6.45,0.76
114,39,135,920.2917771,44.24,17.96,28.69,8.17,13.86,7.46,1.33
124,7,148,1168.380086,82.6,19.47,53.98,5.52,14.7,7.48,1
98,34,55,471.0873474,31.98,25.6,24.25,5.63,12.04,5.65,0.66
50,57,121,2732.466477,69.22,15.84,51.91,9.95,8.26,7.15,0.79
42,97,71,1602.624082,68.28,34.17,42.62,8.23,9.95,7.17,0.61
18,96,117,892.7335791,87.09,31.32,55.91,8,12.33,5.6,0.62
49,76,17,2255.482507,77.11,29.69,49.78,6.27,6.03,5.97,1.16
46,40,75,2761.675684,36.39,30.61,35.29,7.45,5.86,5.61,0.69
20,88,50,1346.544865,40.14,19.76,29.69,7.87,5.16,5.99,1.22
93,35,79,2334.771999,41.15,18.43,25.38,8.39,9.16,5.5,0.75
61,58,22,2506.499194,59.33,21.82,43.22,7.43,8.8,7.13,1.69
61,58,22,2506.499194,59.33,21.82,41.44,7.39,2.89,5.84,0.79
1,5,54,953.706476,69.97,18.59,43.72,7.15,4.26,5.88,0.95
1,66,115,2489.795303,65.46,23.8,45.12,8.28,7.72,6.38,1.04
112,22,41,857.2763908,70.66,27.12,45.88,5.15,8.8,6.19,0.95
46,40,75,2761.675684,36.39,30.61,28.48,4.42,7.15,6.26,1.18
50,78,75,847.8546737,67.26,35.99,45.98,4.56,11.94,7.23,1.16
34,49,112,840.1295652,48.45,21.16,35.08,4.58,18.18,5.98,0.93
61,58,22,2506.499194,59.33,21.82,41.77,8.2,10,7.02,1.47
46,46,11,2245.433721,39.53,22.02,26.38,8.56,10.77,6.64,0.85
96,10,149,680.7759717,58.29,39.1,40.82,6.01,10.64,6.25,0.7
112,22,41,857.2763908,70.66,27.12,41.56,5.59,6.94,5.7,0.61
40,78,13,1679.265535,33.73,31.99,29.33,5.78,9.04,7.08,0.45
112,88,122,909.5401901,64.95,34.13,40.39,8.52,4.16,6.43,0.2
138,96,149,2996.835029,32.99,27.15,22.77,8.6,19.47,7.34,0.58
46,40,75,2761.675684,36.39,30.61,22.47,5.32,12.71,5.9,0.65
51,45,109,1193.387569,61.25,32.69,42.26,6.4,10.14,6.6,0.98
76,82,83,2816.435953,75.89,37.66,52.02,4.58,9.35,7.13,1.45
124,7,148,1168.380086,82.6,19.47,54.41,5.96,8.87,5.79,1.05
93,35,79,2334.771999,41.15,18.43,25.16,11.88,13.31,5.9,0.57
75,64,41,2460.152841,87.47,30.83,57.18,6.12,7.08,5.87,1.01
127,5,149,575.668799,84.36,37.87,53.77,5.16,11.17,6.76,0.72
44,13,61,1748.53579,31.52,21.9,22.43,4.45,6.77,6.43,0.5
59,78,129,881.4879006,86.93,32.53,55.91,9.26,13.41,7.25,0.97
35,9,83,852.5250834,48.47,25.67,36.93,4.13,11.3,6.68,0.55
135,18,80,2822.25701,64,32.14,46.27,6.6,11.62,6.62,0.75
96,10,149,680.7759717,58.29,39.1,42.38,6.9,2.05,6.92,0.71
44,13,61,1748.53579,31.52,21.9,22.74,5.94,5.26,6.32,1.26
103,55,37,441.4556549,81.01,19.4,53.22,9.61,9.47,6.62,0.47
113,68,105,1591.770105,52.3,30.2,40.15,6.98,8.45,7.44,0.36
102,28,45,1593.044878,52.57,22.28,35.53,9.68,14.28,6.37,0.91
95,96,114,1189.551238,65.79,24.65,45.08,7.76,9.7,6.03,0.61
109,79,49,2627.315932,89.94,23.09,55.14,6.7,6.35,6.9,1.09
112,88,122,909.5401901,64.95,34.13,48.66,7.05,12.35,6.6,0.69
95,12,138,1553.765624,45.27,27.05,30.92,7.35,6.81,7.2,0.65
119,63,73,1846.93628,55.96,34.31,38.9,8.23,6.01,5.92,1.25
51,33,125,2452.856359,33.62,23.81,27.31,6.75,8.97,7.2,0.5
95,12,138,1553.765624,45.27,27.05,36.42,7.52,12.75,5.62,0.69
73,32,134,794.9013234,81.33,36.74,55.49,6.79,4.96,5.98,0.91
46,49,50,887.377491,82.46,39.76,57.52,7.47,7.46,6.43,0.6
49,76,17,2255.482507,77.11,29.69,49.28,7.3,8.48,6.03,0.76
7,24,51,425.843861,83.99,38.01,60.02,6.52,12.85,5.99,0.69
21,74,114,1787.64514,67.79,15.19,47,5.66,5.68,6.14,1.08
95,12,138,1553.765624,45.27,27.05,26.44,7.35,8.7,6.51,0.97
97,27,42,991.1965339,53.17,35.45,39.17,9.67,14.6,7.45,0.45
37,90,89,1918.298323,40.3,36.9,32.78,6.88,14.28,6.4,0.21
49,76,17,2255.482507,77.11,29.69,51.63,6.7,12.01,5.77,1.09
66,17,5,1077.647995,31.58,17.94,21.07,7.86,13.98,6.8,0.87
27,95,58,2609.212646,80.74,17.79,47.79,6.46,14.13,7.49,0.88
37,90,89,1918.298323,40.3,36.9,26.67,6.47,10.78,6.01,0.2
83,33,98,2192.082742,89.96,23.05,58.92,6.41,8.24,5.55,1.1
46,40,75,2761.675684,36.39,30.61,19.16,9.55,9.33,5.67,1.46
55,21,136,1800.617222,54.71,18.93,39.89,5.84,8.11,6.84,0.85
138,96,149,2996.835029,32.99,27.15,22.99,6.41,8.49,6.29,0.47
66,17,5,1077.647995,31.58,17.94,21.22,7.6,8.37,7.5,0.97
119,63,73,1846.93628,55.96,34.31,36.13,4.85,3.39,7.04,0.57
117,38,113,2955.791283,69.25,32.14,44.65,7.34,13.71,6.72,1.41
125,78,77,1567.489465,36.08,22.67,25.19,6.56,12.25,7.09,0.67
27,95,58,2609.212646,80.74,17.79,52.41,4.8,7.73,5.76,0.8
18,96,117,892.7335791,87.09,31.32,59.68,6.91,7.85,7.06,1.03
119,63,73,1846.93628,55.96,34.31,43.27,6.56,17.27,6.41,1.11
51,82,84,1475.573154,34.9,18.03,25.48,4.94,12.82,7.21,0.6
138,96,149,2996.835029,32.99,27.15,23.74,7.47,18.59,6.46,0.22
132,98,82,1576.562469,36.37,34.38,26.59,7.8,6.79,5.91,0.75
40,75,63,2695.298176,44.73,36.4,36.79,9.9,4.03,6.41,0.63
21,74,114,1787.64514,67.79,15.19,46.1,8.57,5.7,6.33,1.07
46,40,75,2761.675684,36.39,30.61,26.69,7.21,14.3,6.21,1.14
1,5,54,953.706476,69.97,18.59,47.38,7.65,8.28,6.7,1.29
40,75,63,2695.298176,44.73,36.4,33.06,7.44,8.09,6.15,1
36,51,15,1714.398614,38.36,33.56,31.3,7.4,11.59,7.01,1.62
40,10,8,2665.444348,62.67,26.95,43.74,7.07,14.93,7.35,0.89
100,30,114,760.1107444,55.28,36.92,37.82,9.16,10.98,6.24,0.93
76,59,46,1558.525632,62.18,34.47,47.15,5.79,16.76,5.68,0.43
16,73,29,1968.757038,73.33,18.85,43.77,5.84,10.38,6.46,0.54
51,45,109,1193.387569,61.25,32.69,45.89,4.52,8.72,6.31,0.67
41,92,54,2917.102941,66.83,32.6,41.53,7.11,8.32,6.22,0.81
21,75,107,1869.057376,44.86,21.1,34.32,5.89,8.31,5.81,0.68
1,38,7,2570.450313,61.28,35.62,39.78,6.87,9.51,6.34,0.94
82,21,98,2715.863393,63.61,29.51,41.74,8.27,9.87,5.83,0.85
46,40,75,2761.675684,36.39,30.61,23.93,9.58,6.01,5.57,0.82
96,44,149,1260.823052,58.72,29.16,45.48,4.97,2.09,7.17,1.29
41,92,54,2917.102941,66.83,32.6,44.48,3.07,7.24,6.39,1.14
39,32,96,1200.716942,41.86,30.04,31.34,9.07,9.39,5.77,1.07
36,22,87,833.2035567,56.63,28.58,43.24,7.08,11.79,7.29,0.57
66,17,5,1077.647995,31.58,17.94,21.61,6.25,8.78,6.66,0.93
1,38,7,2570.450313,61.28,35.62,41.98,5.64,6.24,6.33,0.5
115,31,127,560.9065816,87.39,20.29,55.12,7.91,12.03,6.27,1.01
40,63,31,1674.500645,70.13,15.55,45.62,7.55,12.89,6.65,0.97
36,22,87,833.2035567,56.63,28.58,35.5,8.7,7.96,6.11,0.9
52,82,116,2789.13934,82.52,16.19,53.32,6.63,11.93,7.01,0.22
95,96,114,1189.551238,65.79,24.65,45.04,8.26,14.74,7.21,0.54
40,63,31,1674.500645,70.13,15.55,45.15,5.65,7.14,6.76,1.01
12,22,17,2212.133471,63.42,30.54,42.77,6.74,14.11,6.17,0.31
51,45,109,1193.387569,61.25,32.69,47.29,8.65,14.86,6.4,0.82
81,55,145,2069.359721,84.39,31.32,52.73,7.01,13.26,6.29,0.62
93,35,79,2334.771999,41.15,18.43,29.45,6.05,16.71,6.83,0.58
75,64,41,2460.152841,87.47,30.83,62.32,6.59,9.41,5.64,1.32
35,9,83,852.5250834,48.47,25.67,37.54,5.74,15.27,7.16,0.81
109,79,49,2627.315932,89.94,23.09,59.68,5.67,11.38,5.72,1.21
39,13,46,853.942573,80.93,34.25,53.5,7.39,5,7.17,0.77
36,51,15,1714.398614,38.36,33.56,25.45,6.44,5.21,7.26,0.2
40,10,8,2665.444348,62.67,26.95,44.62,5.89,9.76,5.94,0.38
96,10,149,680.7759717,58.29,39.1,38.04,6.39,3.49,6.86,0.73
95,96,114,1189.551238,65.79,24.65,43.44,6.57,7.65,5.63,0.67
125,78,77,1567.489465,36.08,22.67,27.92,7.6,8.11,5.95,0.53
113,68,105,1591.770105,52.3,30.2,40.21,5.5,11.36,6.46,0.91
76,82,83,2816.435953,75.89,37.66,46.25,7.76,6.68,7.34,1.18
138,96,149,2996.835029,32.99,27.15,25.38,7.23,7.84,6.51,0.23
46,46,11,2245.433721,39.53,22.02,24.65,8.89,7.43,6.49,0.8
52,82,116,2789.13934,82.52,16.19,58.84,8.17,15.1,6.83,1.05
40,10,8,2665.444348,62.67,26.95,42.92,4.39,8.57,5.55,1.08
20,88,50,1346.544865,40.14,19.76,33.08,3.14,16.26,7.03,0.91
100,79,12,1630.594214,39.02,21.23,25.89,5.57,6.65,5.77,0.87
102,23,18,658.7122068,75.64,28.04,51.61,7.07,10.22,7.47,0.85
81,55,145,2069.359721,84.39,31.32,51.19,9.88,3.28,6.88,0.68
112,88,122,909.5401901,64.95,34.13,39.59,3.6,12.26,7.28,0.87
83,33,98,2192.082742,89.96,23.05,55.51,8.33,9.64,6.64,0.56
114,32,38,2544.821499,88.45,29.81,66.58,7.46,2,5.7,0.85
21,75,107,1869.057376,44.86,21.1,34.73,8.35,3.37,6.96,1.15
59,78,129,881.4879006,86.93,32.53,55.46,9.02,10.59,6.66,0.72
34,49,112,840.1295652,48.45,21.16,35.48,5.45,6.72,6.01,0.55
51,82,84,1475.573154,34.9,18.03,27.82,4.3,4.81,6.7,0.82
125,78,77,1567.489465,36.08,22.67,26.44,6.69,8.37,5.93,0.31
100,30,114,760.1107444,55.28,36.92,37.04,8.93,6.59,6.26,0.97
119,63,73,1846.93628,55.96,34.31,35.42,7.89,5.63,5.75,0.2
131,65,149,1946.34,82.96,22.47,55.46,7.62,9.07,7.4,1.49
19,47,5,433.4677674,55.8,23.74,37,5.79,15.45,7.01,0.9
95,12,138,1553.765624,45.27,27.05,28.2,9.04,10.07,6.77,0.56
136,88,136,2009.422489,70.79,18.18,48.51,3.87,13.39,6.04,0.48
2,99,101,582.6991593,81.47,17.77,52.74,8.54,9.41,5.63,0.82
40,75,63,2695.298176,44.73,36.4,28.21,8.17,5.8,7.23,1.07
1,5,54,953.706476,69.97,18.59,50.81,6.45,5.81,5.82,1
47,22,117,1574.023085,65.46,20.81,50.64,6.96,15.06,6.04,0.6
40,63,31,1674.500645,70.13,15.55,46.45,5.68,10.87,6.07,0.89
42,97,71,1602.624082,68.28,34.17,43.86,9.81,18.21,5.76,0.48
96,10,149,680.7759717,58.29,39.1,39.41,6.14,14.14,5.98,0.91
44,13,61,1748.53579,31.52,21.9,17.79,6.65,14.6,5.92,0.54
40,75,63,2695.298176,44.73,36.4,32.81,4.98,9.46,7.08,0.86
40,63,31,1674.500645,70.13,15.55,48.41,6.06,17.35,7.25,1.06
50,78,75,847.8546737,67.26,35.99,51.17,7.13,3.58,6.9,0.83
131,65,149,1946.34,82.96,22.47,59.9,7.98,4.56,6.82,0.8
138,96,149,2996.835029,32.99,27.15,27.97,8.98,11.28,6.46,1.22
98,34,55,471.0873474,31.98,25.6,26.02,7.14,6.96,6.86,0.83
95,96,114,1189.551238,65.79,24.65,46.08,6.85,8.47,6.46,0.91
67,80,47,2153.248599,45.18,22.49,25.92,5.45,10.87,5.78,1.02
98,34,55,471.0873474,31.98,25.6,26.66,7.41,11.67,6.51,0.9
116,37,136,1228.057333,32.12,36.37,21.74,7.23,7.42,5.9,1.22
1,5,54,953.706476,69.97,18.59,47.21,6.95,18.14,6.53,0.2
40,63,31,1674.500645,70.13,15.55,47.65,6.07,13.72,6.42,0.69
102,94,15,2900.600989,47.62,32.06,31.21,6.28,15.78,7.32,0.73
86,53,135,2295.890405,75.62,28.2,44.53,6,3.71,5.78,0.64
119,50,12,551.2080396,30.33,25.99,30.73,7.76,8.27,5.95,0.7
98,34,55,471.0873474,31.98,25.6,26.15,6.67,8.01,6.4,0.74
27,95,58,2609.212646,80.74,17.79,55.78,9.34,10.58,6.6,0.44
69,12,54,1313.173459,47.81,30.96,31.65,5.65,10.4,5.68,1.04
96,44,149,1260.823052,58.72,29.16,37.63,4.83,8.88,5.62,1.03
10,73,73,501.6837106,89.94,33.26,57.15,5.53,6.27,7.45,1.12
61,58,22,2506.499194,59.33,21.82,42.49,8.97,10.46,7.4,0.75
114,32,38,2544.821499,88.45,29.81,55.23,5.33,6.53,5.78,1.04
15,74,42,2749.604633,34.19,34.71,29.16,7.52,8.7,5.76,0.94
95,96,114,1189.551238,65.79,24.65,47.15,9.23,12.15,6.21,1.09
40,78,13,1679.265535,33.73,31.99,22.89,7.44,19.61,6.69,0.87
131,65,149,1946.34,82.96,22.47,52.08,6.13,5.87,7.2,0.76
50,57,121,2732.466477,69.22,15.84,45.36,7.5,9.43,5.56,0.71
131,65,149,1946.34,82.96,22.47,53.17,3.51,18.11,6.33,0.52
1,5,54,953.706476,69.97,18.59,47.91,7.28,3.34,6.38,1.28
